4312s - 2008 through 2011									
Filled Catalog Item Name: KIT - COMMAND REPEATER AND Inc Calendar Year: 									
Inc Number: Ascending order; Req Number Sort Key: Ascending order									
Inc Calendar Year: 2008									
Inc GACC Org Name: Northern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Northeast Washington Interagency Communications Center	WA-NES-001262	ODEN ROAD	Fire - Wildfire	E-92	Kit Command Repeater-4312-C142 (4312) (ID-FCK)	ID-FCK	"Aug 24, 2009 7:35:00 PM"	"Aug 28, 2009 2:00:00 PM"	5
Puget Sound Interagency Coordination Center	WA-OLP-000125	CONSTANCE	Fire - Wildfire	E-1	Kit Command Repeater-4312-C216 (4312) (ID-FCK)	ID-FCK	"Jul 31, 2009 7:15:00 AM"	"Aug 19, 2009 12:00:00 PM"	20
Puget Sound Interagency Coordination Center	WA-OLP-000173	HEAT WAVE COMPLEX	Fire - Wildfire	E-2	Kit Command Repeater-4312-C056 - C9 (ID-FCK)	ID-FCK	"Aug 6, 2009 4:40:00 PM"	"Oct 16, 2009 12:00:00 PM"	72
Central WA Interagency Communication Center	WA-OWF-000771	DISCOVERY	Fire - Wildfire	E-14.4	Kit Command Repeater-4312-C024  (4312) (ID-FCK)	ID-FCK	"Jul 30, 2009 10:40:00 AM"	"Aug 18, 2009 10:00:00 AM"	20
Central WA Interagency Communication Center	WA-OWF-000771	DISCOVERY	Fire - Wildfire	E-97	Kit Command Repeater-4312-C065 - C11 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 2:00:00 PM"	"Aug 6, 2009 9:50:00 AM"	5
Central WA Interagency Communication Center	WA-OWF-000771	DISCOVERY	Fire - Wildfire	E-197	Kit Command Repeater-4312-C065 - C11 (4312) (ID-FCK)	ID-FCK	"Aug 6, 2009 5:45:00 PM"	"Aug 18, 2009 10:00:00 AM"	13
Central WA Interagency Communication Center	WA-SES-000489	FORREST	Fire - Wildfire	E-65.4	Kit Command Repeater-4312-C115 - C18  (ID-FCK)	ID-FCK	"Jul 11, 2009 7:30:00 PM"	"Jul 21, 2009 9:00:00 AM"	11
Central WA Interagency Communication Center	WA-SES-000735	UNION VALLEY	Fire - Wildfire	E-11.3	Kit Command Repeater-4312-C151 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 10:00:00 AM"	"Aug 5, 2009 12:00:00 AM"	3
Central WA Interagency Communication Center	WA-SES-000735	UNION VALLEY	Fire - Wildfire	E-11.3	Kit Command Repeater-4312-C151 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 10:00:00 AM"	"Aug 5, 2009 12:00:00 AM"	4
Central WA Interagency Communication Center	WA-SES-000735	UNION VALLEY	Fire - Wildfire	E-12	Kit Command Repeater-4312-C076 (4312) (ID-FCK)	ID-FCK	"Jul 29, 2009 11:00:00 AM"	"Aug 3, 2009 5:50:00 PM"	6
Northeast Washington Interagency Communications Center	WA-SPD-001275	DRY CREEK COMPLEX	Fire - Wildfire	E-20.9	Kit Command Repeater-4312-C061 (4312) (ID-FCK)	ID-FCK	"Aug 23, 2009 11:26:40 AM"	"Sep 7, 2009 6:20:00 PM"	16
Inc GACC Org Name: Rocky Mountain Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Rocky Mountain Area Coordination Center	CO-R02-000004	R02 - FY09 RADIO KITS STAGING/PREPOSITION	Fire - Wildfire	E-1.10	Kit Command Repeater-4312-C124 (4312) (ID-FCK)	ID-FCK	"Jul 7, 2009 10:05:00 AM"	"Aug 10, 2009 10:00:00 PM"	35
Rocky Mountain Area Coordination Center	CO-R02-000004	R02 - FY09 RADIO KITS STAGING/PREPOSITION	Fire - Wildfire	E-2.7	Kit Command Repeater-4312-C005 (4312) (ID-FCK)	ID-FCK	"May 7, 2009 10:00:00 AM"	"Oct 22, 2009 2:25:00 PM"	169
Rocky Mountain Area Coordination Center	CO-R02-000004	R02 - FY09 RADIO KITS STAGING/PREPOSITION	Fire - Wildfire	E-3.6	Kit Command Repeater-4312-C053 (4312) (ID-FCK)	ID-FCK	"Aug 11, 2009 3:00:00 PM"	"Oct 22, 2009 2:30:00 PM"	73
Rocky Mountain Area Coordination Center	CO-R02-000010	R02 BARK BEETLE EMERGENCY RESPONSE	Other Support	E-3	Kit Command Repeater-4312-C037 (4312) (ID-FCK)	ID-FCK	"Sep 25, 2010 9:53:21 AM"	"Dec 6, 2010 12:00:00 AM"	73
Durango Interagency Dispatch Center	CO-SJF-000147	NARRAGUINNEP	Fire - Wildfire	E-32.10	Kit Command Repeater-4312-C124 (4312) (ID-FCK)	ID-FCK	"Aug 10, 2009 3:00:00 PM"	"Aug 21, 2009 5:30:00 PM"	12
Inc GACC Org Name: Southern Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Big Cypress National Preserve Dispatch	FL-BCP-009021	DEEP FIRE	Fire - Wildfire	E-2.10	Kit Command Repeater-4312-C043 (4312) (ID-FCK)	ID-FCK	"Apr 24, 2009 4:45:00 PM"	"May 5, 2009 6:00:00 PM"	12
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-1.3	Kit Command Repeater-4312-C092 (4312) (ID-FCK)	ID-FCK	"Apr 19, 2010 8:00:00 AM"	"Apr 30, 2010 3:45:00 PM"	12
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-2.10	Kit Command Repeater-4312-C104 (4312) (ID-FCK)	ID-FCK	"Oct 8, 2009 9:13:16 AM"	"Aug 15, 2010 6:00:00 PM"	312
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-5.5	Kit Command Repeater-4312-C152 (4312) (ID-FCK)	ID-FCK	"Apr 19, 2010 6:30:00 PM"	"Aug 1, 2010 12:00:00 AM"	104
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-5.5	Kit Command Repeater-4312-C152 (4312) (ID-FCK)	ID-FCK	"Apr 19, 2010 6:30:00 PM"	"Aug 1, 2010 12:00:00 AM"	105
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-6.4	KIt Command Repeater-4312-C067 (4312) (ID-FCK)	ID-FCK	"Jun 12, 2010 3:45:00 PM"	"Aug 14, 2010 12:00:00 PM"	64
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-8.4	Kit Command Repeater-4312-C131 (4312) (ID-FCK)	ID-FCK	"Aug 15, 2010 7:00:00 AM"	"Oct 1, 2010 8:10:00 AM"	48
Southern Area Coordination Center	GA-R08-010002	FY 2010 SA/R8 STAGING/PREPAREDNESS	Preparedness/Preposition	E-9.4	Kit Command Repeater-4312-C052 (4312) (ID-FCK)	ID-FCK	"Aug 15, 2010 11:05:00 AM"	"Oct 1, 2010 8:10:00 AM"	48
North Carolina Interagency Coordination Center	NC-ECA-094029	STONEY RIDGE	Fire - Wildfire	E-1.5	Kit Command Repeater-4312-C153 - (C29) (ID-FCK)	ID-FCK	"Apr 28, 2009 11:30:00 AM"	"May 3, 2009 4:00:00 PM"	6
Texas Interagency Coordination Center	TX-TXS-009003	2009 WINTER INITIAL ATTACK	Fire - Wildfire	E-261	Kit Command Repeater-4312-C001 (4312) (ID-FCK)	ID-FCK	"Apr 23, 2009 5:00:00 PM"	"May 28, 2009 2:55:00 PM"	36
Texas Interagency Coordination Center	TX-TXS-009024	2009 SUMMER WILDFIRE RESPONSE	Fire - Wildfire	E-110	Kit Command Repeater-4312-C041 (4312) (ID-FCK)	ID-FCK	"Aug 31, 2009 12:25:00 PM"	"Sep 15, 2009 11:05:00 AM"	16
Inc GACC Org Name: Southern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Angeles ECC	CA-ANF-003616	MORRIS	Fire - Wildfire	E-81	Kit Command Repeater -4312 - C044 (C10) (ID-FCK)	ID-FCK	"Aug 26, 2009 4:25:00 PM"	"Aug 29, 2009 4:00:00 PM"	4
Angeles ECC	CA-ANF-003616	MORRIS	Fire - Wildfire	E-153	Kit Command Repeater-4312-C177 (4312) (ID-FCK)	ID-FCK	"Aug 27, 2009 7:10:00 PM"	"Sep 3, 2009 12:05:00 AM"	7
Angeles ECC	CA-ANF-003616	MORRIS	Fire - Wildfire	E-153	Kit Command Repeater-4312-C177 (4312) (ID-FCK)	ID-FCK	"Aug 27, 2009 7:10:00 PM"	"Sep 3, 2009 12:05:00 AM"	8
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-51.2	Kit Command Repeater-4312-C042 (4312) (ID-FCK)	ID-FCK	"Aug 27, 2009 7:00:00 PM"	"Sep 20, 2009 6:35:00 AM"	25
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-145	Kit Command Repeater-4312-C197 - (C9) (ID-FCK)	ID-FCK	"Aug 29, 2009 1:20:00 PM"	"Sep 29, 2009 8:00:00 PM"	32
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-266	Kit Command Repeater-4312-C016 - (C12) (ID-FCK)	ID-FCK	"Aug 29, 2009 5:10:00 PM"	"Sep 29, 2009 8:00:00 PM"	32
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-393	Kit Command Repeater-4312-C105 (ID-FCK)	ID-FCK	"Aug 30, 2009 3:00:00 PM"	"Sep 29, 2009 8:00:00 PM"	31
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-627	Kit Command Repeater-4312-C022 (4312) (ID-FCK)	ID-FCK	"Aug 31, 2009 7:10:00 PM"	"Sep 11, 2009 8:00:00 PM"	12
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-815	Kit Command Repeater-4312-C103 - (C10) (ID-FCK)	ID-FCK	"Sep 3, 2009 8:15:00 AM"	"Sep 29, 2009 8:00:00 PM"	27
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-816	Kit Command Repeater-4312-C166 (ID-FCK)	ID-FCK	"Sep 3, 2009 8:15:00 AM"	"Sep 29, 2009 8:00:00 PM"	27
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-875.5	Kit Command Repeater-4312-C193 (4312) (ID-FCK)	ID-FCK	"Sep 10, 2009 2:35:00 PM"	"Sep 28, 2009 8:00:00 PM"	19
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-920	Kit Command Repeater-4312-C177 (4312) (ID-FCK)	ID-FCK	"Sep 3, 2009 12:00:00 AM"	"Sep 29, 2009 8:00:00 PM"	27
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-920	Kit Command Repeater-4312-C177 (4312) (ID-FCK)	ID-FCK	"Sep 3, 2009 12:00:00 AM"	"Sep 29, 2009 8:00:00 PM"	28
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-1010	Kit Command Repeater-4312-C006 - (C24) (ID-FCK)	ID-FCK	"Sep 7, 2009 7:15:00 PM"	"Sep 20, 2009 6:30:00 AM"	14
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-1011	Kit Command Repeater-4312-C052 (ID-FCK)	ID-FCK	"Sep 7, 2009 7:15:00 PM"	"Sep 20, 2009 6:30:00 AM"	14
Angeles ECC	CA-ANF-003622	STATION	Fire - Wildfire	E-1012	Kit Command Repeater-4312-C153 (ID-FCK)	ID-FCK	"Sep 7, 2009 7:15:00 PM"	"Sep 20, 2009 6:30:00 AM"	14
San Bernardino Interagency ECC	CA-BDF-011598	COTTONWOOD	Fire - Wildfire	E-30.7	Kit Command Repeater-4312-C021 (4312) (ID-FCK)	ID-FCK	"Aug 28, 2009 7:15:00 PM"	"Sep 2, 2009 7:00:00 PM"	6
San Bernardino Interagency ECC	CA-BDF-013278	SHEEP	Fire - Wildfire	E-56.9	Kit Command Repeater-4312-C035 (4312) (ID-FCK)	ID-FCK	"Oct 4, 2009 5:30:00 AM"	"Oct 16, 2009 12:50:00 PM"	13
San Bernardino Interagency ECC	CA-BDF-013278	SHEEP	Fire - Wildfire	E-94	Kit Command Repeater-4312-C127 - C12 (4312) (ID-FCK)	ID-FCK	"Oct 4, 2009 2:25:00 PM"	"Oct 16, 2009 12:50:00 PM"	13
San Bernardino ECC	CA-BDU-009640	PENDLETON	Fire - Wildfire	E-27	Kit Command Repeater-4312-C182 - (C12) (4312) (ID-FCK)	ID-FCK	"Sep 1, 2009 11:05:00 AM"	"Sep 5, 2009 5:40:00 PM"	5
Monterey ECC	CA-BEU-000441	2009 WILDLAND FIRE SCHOOL	Other Support	E-1	"04312 - KIT, Command Repeater (Kit Command Repeater - 4312-00) (CA-XSNC)"	CA-XSN	"Jun 1, 2009 8:00:00 AM"	"Jun 8, 2009 8:45:00 AM"	8
Monterey ECC	CA-BEU-000441	2009 WILDLAND FIRE SCHOOL	Other Support	E-2	"004312 - KIT, Command Repeater (CA-XSAC)"	CA-SRC	"Jun 12, 2009 8:37:58 AM"	"Jun 12, 2009 9:30:00 AM"	1
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-1	Kit Command Repeater-4312-C157 - C18 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	16
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-1	Kit Command Repeater-4312-C157 - C18 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	17
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-2	Kit Command Repeater-4312-C046 - C19 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	16
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-2	Kit Command Repeater-4312-C046 - C19 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	17
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-3	Kit Command Repeater-4312-C066 - C20 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	16
Monte Vista Interagency ECC	CA-CNF-001126	CAMP PENDLETON FIRE SCHOOL	Training - Simulation	E-3	Kit Command Repeater-4312-C066 - C20 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 7:50:00 AM"	"Jun 11, 2009 12:00:00 AM"	17
Los Padres ECC	CA-LPF-001479	JESUSITA	Fire - Wildfire	E-37.2	Kit Command Repeater-4312-C012 (4312) (ID-FCK)	ID-FCK	"May 17, 2009 3:00:00 PM"	"May 17, 2009 4:00:00 PM"	1
Los Padres ECC	CA-LPF-001479	JESUSITA	Fire - Wildfire	E-68	Kit Command Repeater-4312-C197 - C9 (4312) (ID-FCK)	ID-FCK	"May 6, 2009 12:15:00 PM"	"May 17, 2009 3:00:00 PM"	12
Los Padres ECC	CA-LPF-001479	JESUSITA	Fire - Wildfire	E-317	Kit Command Repeater-4312-C044 - C10 (4312) (ID-FCK)	ID-FCK	"May 8, 2009 4:30:00 PM"	"May 13, 2009 6:00:00 PM"	6
Los Padres ECC	CA-LPF-001479	JESUSITA	Fire - Wildfire	E-318	Kit Command Repeater-4312-C065 - C11 (4312) (ID-FCK)	ID-FCK	"May 8, 2009 4:30:00 PM"	"May 11, 2009 6:00:00 PM"	4
Los Padres ECC	CA-LPF-002536	PONDEROSA	Fire - Wildfire	E-32.7	Kit Command Repeater-4312-C143 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 4:00:00 PM"	"Aug 13, 2009 12:00:00 AM"	11
Los Padres ECC	CA-LPF-002536	PONDEROSA	Fire - Wildfire	E-32.7	Kit Command Repeater-4312-C143 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 4:00:00 PM"	"Aug 13, 2009 12:00:00 AM"	12
Los Padres ECC	CA-LPF-002536	PONDEROSA	Fire - Wildfire	E-109	Kit Command Repeater-4312-C037 - C10 (4312) (ID-FCK)	ID-FCK	"Aug 4, 2009 8:05:00 AM"	"Aug 13, 2009 12:00:00 AM"	9
Los Padres ECC	CA-LPF-002536	PONDEROSA	Fire - Wildfire	E-109	Kit Command Repeater-4312-C037 - C10 (4312) (ID-FCK)	ID-FCK	"Aug 4, 2009 8:05:00 AM"	"Aug 13, 2009 12:00:00 AM"	10
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-71	Kit Command Repeater-4312-C076 (4312) (ID-FCK)	ID-FCK	"Aug 9, 2009 6:30:00 PM"	"Sep 7, 2009 12:00:00 AM"	29
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-71	Kit Command Repeater-4312-C076 (4312) (ID-FCK)	ID-FCK	"Aug 9, 2009 6:30:00 PM"	"Sep 7, 2009 12:00:00 AM"	30
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-249	Kit Command Repeater-4312-C107 (4312) (ID-FCK)	ID-FCK	"Aug 10, 2009 2:00:00 PM"	"Aug 20, 2009 12:00:00 AM"	10
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-249	Kit Command Repeater-4312-C107 (4312) (ID-FCK)	ID-FCK	"Aug 10, 2009 2:00:00 PM"	"Aug 20, 2009 12:00:00 AM"	11
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-250	Kit Command Repeater-4312-C115 (ID-FCK)	ID-FCK	"Aug 10, 2009 2:00:00 PM"	"Sep 7, 2009 9:55:00 AM"	29
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-347	KIt Command Repeater-4312-C067 (4312) (ID-FCK)	ID-FCK	"Aug 12, 2009 7:30:00 PM"	"Sep 7, 2009 9:55:00 AM"	27
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-359	Kit Command Repeater-4312-C046 (ID-FCK)	ID-FCK	"Aug 12, 2009 4:35:00 PM"	"Sep 9, 2009 11:55:00 AM"	29
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-436	Kit Command Repeater-4312-C066 (ID-FCK)	ID-FCK	"Aug 15, 2009 8:00:00 AM"	"Sep 7, 2009 12:00:00 AM"	23
Los Padres ECC	CA-LPF-002631	LA BREA	Fire - Wildfire	E-436	Kit Command Repeater-4312-C066 (ID-FCK)	ID-FCK	"Aug 15, 2009 8:00:00 AM"	"Sep 7, 2009 12:00:00 AM"	24
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-1.1	Kit Command Repeater-4312-C013 (4312) (ID-FCK)	ID-FCK	"Jan 7, 2009 8:05:00 AM"	"Jan 30, 2009 12:05:00 PM"	24
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-2.6	Kit Command Repeater-4312-C104 (4312) (ID-FCK)	ID-FCK	"Jan 7, 2009 8:05:00 AM"	"Jan 15, 2009 2:45:00 PM"	9
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-3.1	Kit Command Repeater-4312-C057 (4312) (ID-FCK)	ID-FCK	"Jan 7, 2009 8:15:00 AM"	"Jan 15, 2009 2:45:00 PM"	9
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-4.2	Kit Command Repeater-4312-C051 (4312) (ID-FCK)	ID-FCK	"May 12, 2009 3:55:00 PM"	"Jul 30, 2009 12:00:00 AM"	79
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-4.2	Kit Command Repeater-4312-C051 (4312) (ID-FCK)	ID-FCK	"May 12, 2009 3:55:00 PM"	"Jul 30, 2009 12:00:00 AM"	80
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-5.9	Kit Command Repeater-4312-C134  (4312) (ID-FCK)	ID-FCK	"May 12, 2009 2:35:00 PM"	"Oct 2, 2009 1:00:00 PM"	144
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-6.8	Kit Command Repeater-4312-C142 - (C8) (ID-FCK)	ID-FCK	"May 22, 2009 1:55:00 PM"	"Jul 27, 2009 2:00:00 PM"	67
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-7.2	Kit Command Repeater-4312-C143 (4312) (ID-FCK)	ID-FCK	"Jul 20, 2009 1:55:00 PM"	"Aug 2, 2009 7:30:00 PM"	14
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-8.3	Kit Command Repeater-4312-C025 (4312) (ID-FCK)	ID-FCK	"Jul 27, 2009 4:00:00 PM"	"Sep 11, 2009 2:55:00 PM"	47
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-9.9	Kit Command Repeater-4312-C211 (4312) (ID-FCK)	ID-FCK	"Aug 5, 2009 10:00:00 AM"	"Sep 7, 2009 10:05:00 AM"	34
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-10.3	Kit Command Repeater-4312-C193 (4312) (ID-FCK)	ID-FCK	"Aug 9, 2009 6:50:00 PM"	"Oct 2, 2009 1:15:00 PM"	55
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-11.4	Kit Command Repeater-4312-C042 (4312) (ID-FCK)	ID-FCK	"Aug 26, 2009 2:00:00 PM"	"Aug 27, 2009 8:30:00 PM"	2
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-12.5	Kit Command Repeater-4312-C051 (4312) (ID-FCK)	ID-FCK	"Aug 27, 2009 6:00:00 PM"	"Jan 8, 2010 1:40:00 PM"	135
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-13.6	Kit Command Repeater-4312-C075 (4312) (ID-FCK)	ID-FCK	"Aug 28, 2009 2:00:00 PM"	"Sep 9, 2009 12:00:00 AM"	12
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-13.6	Kit Command Repeater-4312-C075 (4312) (ID-FCK)	ID-FCK	"Aug 28, 2009 2:00:00 PM"	"Sep 9, 2009 12:00:00 AM"	13
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-15.5	Kit Command Repeater-4312-C121 (4312) (ID-FCK)	ID-FCK	"Sep 1, 2009 2:00:00 PM"	"Oct 2, 2009 2:30:00 PM"	32
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-16.7	Kit Command Repeater-4312-C035 (4312) (ID-FCK)	ID-FCK	"Sep 24, 2009 7:00:00 AM"	"Oct 4, 2009 7:00:00 AM"	11
Southern California Coordination Center	CA-OSC-000002	OSC FY 2009 RADIO PREPOSITION	Preparedness/Preposition	E-17.4	Kit Command Repeater-4312-C003 (4312) (ID-FCK)	ID-FCK	"Oct 4, 2009 2:25:00 PM"	"Jul 1, 2010 10:10:00 AM"	271
Stanislaus ECC	CA-STF-002207	KNIGHT	Fire - Wildfire	E-9.5	Kit Command Repeater-4312-C142 (4312) (ID-FCK)	ID-FCK	"Jul 27, 2009 12:00:00 PM"	"Aug 7, 2009 6:00:00 PM"	12
Stanislaus ECC	CA-STF-002207	KNIGHT	Fire - Wildfire	E-115	Kit Command Repeater-4312-C087 (4312) (ID-FCK)	ID-FCK	"Jul 28, 2009 6:40:00 PM"	"Aug 7, 2009 6:00:00 PM"	11
Ventura County ECC	CA-VNC-054871	GUIBERSON	Fire - Wildfire	E-120	Kit Command Repeater-4312-C163 -C11 (4312) (ID-FCK)	ID-FCK	"Oct 2, 2009 12:55:00 PM"	"Oct 2, 2009 1:00:00 PM"	1
Yosemite ECC	CA-YNP-001510	GROUSE	Fire - Wildfire	E-36	Kit Command Repeater-4312-C173 (4312) (ID-FCK)	ID-FCK	"Jun 30, 2009 1:05:00 PM"	"Jul 20, 2009 5:00:00 PM"	21
Yosemite ECC	CA-YNP-003660	BIG MEADOW	Fire - Wildfire	E-20	Kit Command Repeater-4312-C127 - (C12) (ID-FCK)	ID-FCK	"Aug 27, 2009 4:20:00 PM"	"Sep 9, 2009 12:00:00 PM"	14
Yosemite ECC	CA-YNP-003660	BIG MEADOW	Fire - Wildfire	E-148	Kit Command Repeater-4312-C017 - (C35) tone 6 (ID-FCK)	ID-FCK	"Aug 29, 2009 6:45:00 PM"	"Sep 11, 2009 2:50:00 PM"	14
Yosemite ECC	CA-YNP-003660	BIG MEADOW	Fire - Wildfire	E-149	Kit Command Repeater-4312-C114 (ID-FCK)	ID-FCK	"Aug 29, 2009 6:45:00 PM"	"Sep 11, 2009 2:50:00 PM"	14
Inc GACC Org Name: Southwest Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Show Low Interagency Dispatch Center	AZ-ASF-090261	CHEVLON COMPLEX	Fire - Wildfire	E-3.5	Kit Command Repeater-4312-C003 (4312) (ID-FCK)	ID-FCK	"Aug 10, 2009 1:00:00 PM"	"Aug 19, 2009 12:05:00 PM"	10
Show Low Interagency Dispatch Center	AZ-ASF-090261	CHEVLON COMPLEX	Fire - Wildfire	E-11	Kit Command Repeater-4312-C044 - C10 (4312) (ID-FCK)	ID-FCK	"Aug 10, 2009 2:30:00 PM"	"Aug 19, 2009 12:05:00 PM"	10
Show Low Interagency Dispatch Center	AZ-ASF-090261	CHEVLON COMPLEX	Fire - Wildfire	E-41	Kit Command Repeater-4312-C007 (4312) (ID-FCK)	ID-FCK	"Aug 11, 2009 6:45:00 PM"	"Aug 19, 2009 12:05:00 PM"	9
Show Low Interagency Dispatch Center	AZ-ASF-090319	RENO	Fire - Wildfire	E-1.3	Kit Command Repeater-4312-C145 (4312) (ID-FCK)	ID-FCK	"Nov 4, 2009 5:00:00 PM"	"Nov 19, 2009 3:00:00 PM"	16
Tucson Interagency Dispatch Center	AZ-CNF-000037	CANELO	Fire - Wildfire	E-38.7	Kit Command Repeater-4312-C003 (4312) (ID-FCK)	ID-FCK	"May 6, 2009 7:00:00 AM"	"May 12, 2009 4:30:00 PM"	7
Tucson Interagency Dispatch Center	AZ-CNF-000042	BEAR	Fire - Wildfire	E-144	Kit Command Repeater-4312-C221 (4312) (ID-FCK)	ID-FCK	"May 9, 2009 12:00:00 PM"	"May 12, 2009 4:30:00 PM"	4
