4312s - 2008 through 2011									
Filled Catalog Item Name: KIT - COMMAND REPEATER AND Inc Calendar Year: 									
Inc Number: Ascending order; Req Number Sort Key: Ascending order									
Inc Calendar Year: 2008									
Inc GACC Org Name: Northern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Florida Interagency Coordination Center	FL-FNF-011023	IMPASSABLE BAY	Fire - Wildfire	S-151	004312 - KIT - COMMAND REPEATER / 4312-FCK-C073-00 (ID-GBK)	ID-GBK	"Jun 18, 2011 8:00:00 PM"	"Aug 15, 2011 9:00:00 AM"	59
Florida Interagency Coordination Center	FL-FNF-011023	IMPASSABLE BAY	Fire - Wildfire	S-10045	004312 - KIT - COMMAND REPEATER / 4312-FCK-C086-00 (ID-GBK)	ID-GBK	"Jun 21, 2011 7:30:00 PM"	"Aug 15, 2011 9:05:00 AM"	56
Georgia State Dispatch Office	GA-GASC-011009	SOUTHEAST GEORGIA COMPLEX	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Mar 27, 2011 10:00:00 AM"	"Apr 5, 2011 12:00:00 PM"	10
Georgia State Dispatch Office	GA-GASC-011010	OGEECHEE COMPLEX	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Mar 26, 2011 7:00:00 AM"	"Apr 1, 2011 4:30:00 PM"	7
Georgia State Dispatch Office	GA-GASC-011032	SWEAT FARM AGAIN	Fire - Wildfire	S-501.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C015-00 / RS054 (ID-GBK)	ID-GBK	"Jun 19, 2011 1:52:53 PM"	"Aug 1, 2011 2:00:00 PM"	44
Okefenokee Zone Dispatch	GA-OKR-000001	HONEY PRAIRIE	Fire - Wildfire	S-200022.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"May 8, 2011 8:30:00 AM"		249
Okefenokee Zone Dispatch	GA-OKR-000001	HONEY PRAIRIE	Fire - Wildfire	S-200175	004312 - KIT - COMMAND REPEATER / 4312-FCK-C167-00 (ID-GBK)	ID-GBK	"May 28, 2011 2:55:00 PM"		229
Okefenokee Zone Dispatch	GA-OKR-000001	HONEY PRAIRIE	Fire - Wildfire	S-200379	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE11-00 (ID-GBK)	ID-GBK	"Jun 15, 2011 4:55:00 PM"		211
Okefenokee Zone Dispatch	GA-OKR-000001	HONEY PRAIRIE	Fire - Wildfire	S-200523	004312 - KIT - COMMAND REPEATER / 4312-FCK-C107-00 (ID-GBK)	ID-GBK	"Jun 23, 2011 1:10:00 PM"		203
Okefenokee Zone Dispatch	GA-OKR-000002	RACEPOND	Fire - Wildfire	S-5004	004312 - KIT - COMMAND REPEATER / 4312-FCK-CC10-00 (ID-GBK)	ID-GBK	"May 28, 2011 2:55:00 PM"	"Aug 6, 2011 1:50:00 PM"	71
Southern Area Coordination Center	GA-R08-201202	FY 2012 SA/R8 STAGING PREPAREDNESS	Preparedness/Preposition	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C122-00 / RS112 (ID-GBK)	ID-GBK	"Sep 30, 2011 3:50:12 PM"	"Jan 17, 2012 2:00:00 PM"	104
Southern Area Coordination Center	GA-R08-201202	FY 2012 SA/R8 STAGING PREPAREDNESS	Preparedness/Preposition	S-2.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C193-00 / RS116 (ID-GBK)	ID-GBK	"Sep 30, 2011 3:51:44 PM"	"Jan 17, 2012 2:00:00 PM"	104
Alligator River Dispatch	NC-ALR-111006	PAINS BAY	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"May 7, 2011 9:00:00 AM"	"Jun 30, 2011 6:00:00 PM"	55
Arkansas-Oklahoma Interagency Coordination Center	OK-WMR-000001	INDIAHOMA WYE	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 13, 2011 7:45:00 AM"	"Apr 19, 2011 5:00:00 PM"	7
Arkansas-Oklahoma Interagency Coordination Center	OK-WMR-011088	FERGUSON	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C171-00 / RS075 (ID-GBK)	ID-GBK	"Sep 2, 2011 7:45:00 AM"	"Sep 15, 2011 10:00:00 AM"	14
Arkansas-Oklahoma Interagency Coordination Center	OK-WMR-011088	FERGUSON	Fire - Wildfire	S-35	004312 - KIT - COMMAND REPEATER / 4312-FCK-C017-00 (ID-GBK)	ID-GBK	"Sep 5, 2011 2:05:00 PM"	"Sep 15, 2011 4:45:00 PM"	11
Texas Interagency Coordination Center	TX-TXS-011011	EAST TEXAS SPRING FIRES 2011	Fire - Wildfire	S-10.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 18, 2011 1:30:00 PM"	"Jan 3, 2012 1:00:00 PM"	261
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-2.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 10, 2011 12:00:00 PM"	"Apr 12, 2011 8:00:00 AM"	3
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-23.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 10, 2011 3:00:00 PM"	"May 31, 2011 12:00:00 PM"	52
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-82	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 15, 2011 6:29:11 AM"	"Apr 16, 2011 3:00:00 PM"	2
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-129	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 17, 2011 6:40:00 AM"	"May 31, 2011 12:00:00 PM"	45
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-506	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 24, 2011 6:00:00 AM"	"May 31, 2011 12:00:00 PM"	38
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-604	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 25, 2011 6:15:00 AM"	"May 31, 2011 12:00:00 PM"	37
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-771	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 30, 2011 12:35:00 PM"	"Jun 13, 2011 7:00:00 PM"	45
Texas Interagency Coordination Center	TX-TXS-011024	TRANS PECOS COMPLEX	Fire - Wildfire	S-794	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 30, 2011 6:15:00 PM"	"May 31, 2011 12:00:00 PM"	32
Texas Interagency Coordination Center	TX-TXS-011026	ROCKHOUSE	Fire - Wildfire	S-10001	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 28, 2011 6:35:00 PM"	"May 26, 2011 7:07:59 PM"	29
Texas Interagency Coordination Center	TX-TXS-011026	ROCKHOUSE	Fire - Wildfire	S-10015	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 30, 2011 6:15:00 PM"	"May 31, 2011 12:00:00 PM"	32
Texas Interagency Coordination Center	TX-TXS-011029	PK WEST	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 18, 2011 10:20:00 AM"	"May 12, 2011 5:00:00 PM"	25
Texas Interagency Coordination Center	TX-TXS-011029	PK WEST	Fire - Wildfire	S-20	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 20, 2011 3:15:00 PM"	"May 12, 2011 5:00:00 PM"	23
Texas Interagency Coordination Center	TX-TXS-011051	POWER LINE FIRE	Fire - Wildfire	S-3.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C001-00 / RS057 (ID-GBK)	ID-GBK	"Jun 20, 2011 11:51:16 AM"	"Jan 3, 2012 9:30:00 AM"	198
Texas Interagency Coordination Center	TX-TXS-012003	BASTROP COUNTY COMPLEX	Fire - Wildfire	S-2.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C037-00 / RS030 (ID-GBK)	ID-GBK	"Sep 5, 2011 3:15:00 PM"	"Oct 10, 2011 9:55:00 AM"	36
Texas Interagency Coordination Center	TX-TXS-012003	BASTROP COUNTY COMPLEX	Fire - Wildfire	S-200087	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA08-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 2:50:00 PM"	"Oct 10, 2011 9:55:00 AM"	30
Texas Interagency Coordination Center	TX-TXS-012009	SOUTHEAST TEXAS FIRE COMPLEX	Fire - Wildfire	S-2.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C044-00 / RS106 (ID-GBK)	ID-GBK	"Sep 8, 2011 4:45:00 PM"	"Dec 9, 2011 8:20:00 AM"	93
Texas Interagency Coordination Center	TX-TXS-012009	SOUTHEAST TEXAS FIRE COMPLEX	Fire - Wildfire	S-30	004312 - KIT - COMMAND REPEATER / 4312-FCK-C196-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 8:15:00 AM"	"Dec 9, 2011 8:45:00 AM"	90
Texas Interagency Coordination Center	TX-TXS-012010	NORTHEAST TEXAS FIRE COMPLEX	Fire - Wildfire	S-2	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE08-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 8:15:00 AM"	"Oct 10, 2011 10:00:00 AM"	30
Texas Interagency Coordination Center	TX-TXS-012010	NORTHEAST TEXAS FIRE COMPLEX	Fire - Wildfire	S-3	004312 - KIT - COMMAND REPEATER / 4312-FCK-C181-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 8:15:00 AM"	"Oct 10, 2011 10:00:00 AM"	30
Virginia Interagency Coordination Center	VA-GDR-011005	LATERAL WEST	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C033-00 / RS055 (ID-GBK)	ID-GBK	"Aug 8, 2011 12:30:00 PM"		157
Virginia Interagency Coordination Center	VA-VIC-110002	VALLEY COMPLEX	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Feb 20, 2011 12:15:00 AM"	"Mar 3, 2011 2:00:00 PM"	12
Virginia Interagency Coordination Center	VA-VIC-110002	VALLEY COMPLEX	Fire - Wildfire	S-3	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Feb 21, 2011 2:00:00 PM"	"Mar 3, 2011 2:00:00 PM"	11
Inc GACC Org Name: Southern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
San Bernardino Interagency ECC	CA-BDF-000806	GLAMIS PRESIDENT'S DAY 2011	Public Assist - Medical	S-7	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jan 9, 2011 12:20:00 PM"	"Feb 25, 2011 4:00:00 PM"	48
Monte Vista Interagency ECC	CA-CNF-001096	MCP FIRE SCHOOL	Training - OJT	S-1	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA08-00 (ID-GBK)	ID-GBK	"May 2, 2011 12:10:00 PM"	"Jun 17, 2011 12:00:00 PM"	47
Monte Vista Interagency ECC	CA-CNF-001096	MCP FIRE SCHOOL	Training - OJT	S-2	004312 - KIT - COMMAND REPEATER / 4312-FCK-CC09-00 (ID-GBK)	ID-GBK	"May 2, 2011 12:10:00 PM"	"Jun 17, 2011 12:00:00 PM"	47
Monte Vista Interagency ECC	CA-CNF-001096	MCP FIRE SCHOOL	Training - OJT	S-3	004312 - KIT - COMMAND REPEATER / 4312-FCK-CB10-00 (ID-GBK)	ID-GBK	"May 25, 2011 7:25:00 AM"	"Jun 17, 2011 12:00:00 PM"	24
Kern County ECC	CA-KRN-027244	CANYON	Fire - Wildfire	S-73.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C035-00 / RS068 (ID-GBK)	ID-GBK	"Sep 5, 2011 4:00:00 PM"	"Sep 10, 2011 12:05:00 PM"	6
Kern County ECC	CA-KRN-027244	CANYON	Fire - Wildfire	S-74	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA12-00 (ID-GBK)	ID-GBK	"Sep 5, 2011 8:00:00 PM"	"Sep 13, 2011 12:05:00 PM"	9
Kern County ECC	CA-KRN-027912	KEENE COMPLEX	Fire - Wildfire	S-29	004312 - KIT - COMMAND REPEATER / 4312-FCK-C047-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 11:10:00 AM"	"Sep 16, 2011 7:45:00 PM"	6
Kern County ECC	CA-KRN-027912	KEENE COMPLEX	Fire - Wildfire	S-59.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C035-00 / RS068 (ID-GBK)	ID-GBK	"Sep 10, 2011 12:00:00 PM"	"Sep 16, 2011 7:45:00 PM"	7
Kern County ECC	CA-KRN-027912	KEENE COMPLEX	Fire - Wildfire	S-60	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA12-00 (ID-GBK)	ID-GBK	"Sep 10, 2011 12:00:00 PM"	"Sep 16, 2011 7:50:00 PM"	7
Kern County ECC	CA-KRN-027933	COMANCHE	Fire - Wildfire	S-2.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C071-00 / RS107 (ID-GBK)	ID-GBK	"Sep 11, 2011 9:00:00 AM"	"Sep 17, 2011 8:00:00 AM"	7
Kern County ECC	CA-KRN-027933	COMANCHE	Fire - Wildfire	S-27	004312 - KIT - COMMAND REPEATER / 4312-FCK-CB08-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 6:34:24 PM"	"Sep 17, 2011 8:00:00 AM"	7
Kern County ECC	CA-KRN-027969	BRECKENRIDGE COMPLEX	Fire - Wildfire	S-5.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C024-00 / S098 (ID-GBK)	ID-GBK	"Sep 11, 2011 7:10:00 PM"		123
Kern County ECC	CA-KRN-027969	BRECKENRIDGE COMPLEX	Fire - Wildfire	S-50009	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA11-00 (ID-GBK)	ID-GBK	"Sep 14, 2011 6:45:00 PM"		120
Los Padres ECC	CA-LPCC-002238	FIGUEROA	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C173-00 / RS072 (ID-GBK)	ID-GBK	"Sep 4, 2011 6:00:00 AM"	"Sep 12, 2011 6:00:00 AM"	9
Los Padres ECC	CA-LPF-002320	SLRD LIGHTNING PLAN	Fire - Wildfire	S-5.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C152-00 / RS100 (ID-GBK)	ID-GBK	"Sep 11, 2011 6:00:00 AM"	"Sep 12, 2011 6:00:00 AM"	2
Los Padres ECC	CA-LPF-002320	SLRD LIGHTNING PLAN	Fire - Wildfire	S-43	004312 - KIT - COMMAND REPEATER / 4312-FCK-CC09-00 (ID-GBK)	ID-GBK	"Sep 12, 2011 6:50:00 AM"	"Sep 12, 2011 6:00:00 AM"	1
Los Padres ECC	CA-LPF-002320	SLRD LIGHTNING PLAN	Fire - Wildfire	S-44	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE10-00 (ID-GBK)	ID-GBK	"Sep 11, 2011 8:02:17 PM"	"Sep 12, 2011 6:00:00 AM"	2
Los Padres ECC	CA-LPF-002373	HURRICANE COMPLEX	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C173-00 / RS072 (ID-GBK)	ID-GBK	"Sep 12, 2011 6:00:00 AM"	"Sep 12, 2011 6:00:00 AM"	1
Los Padres ECC	CA-LPF-002373	HURRICANE COMPLEX	Fire - Wildfire	S-21	004312 - KIT - COMMAND REPEATER / 4312-FCK-CC09-00 (ID-GBK)	ID-GBK	"Sep 12, 2011 6:00:00 AM"	"Sep 17, 2011 12:00:00 PM"	6
Los Padres ECC	CA-LPF-002373	HURRICANE COMPLEX	Fire - Wildfire	S-35.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C152-00 / RS100 (ID-GBK)	ID-GBK	"Sep 12, 2011 6:00:00 AM"	"Sep 17, 2011 12:00:00 PM"	6
Los Padres ECC	CA-LPF-002373	HURRICANE COMPLEX	Fire - Wildfire	S-39	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE10-00 (ID-GBK)	ID-GBK	"Sep 12, 2011 5:55:00 AM"	"Sep 19, 2011 12:00:00 PM"	8
Monte Vista Interagency ECC	CA-MCP-001373	MCP LOCAL GOV FIRE SCHOOL	Fire - Wildfire	S-1	004312 - KIT - COMMAND REPEATER / 4312-FCK-CD08-00 (ID-GBK)	ID-GBK	"Jun 8, 2011 9:25:00 PM"	"Aug 14, 2011 8:30:00 AM"	68
Monte Vista Interagency ECC	CA-MCP-001373	MCP LOCAL GOV FIRE SCHOOL	Fire - Wildfire	S-2	004312 - KIT - COMMAND REPEATER / 4312-FCK-CD12-00 (ID-GBK)	ID-GBK	"Jun 8, 2011 9:25:00 PM"	"Aug 14, 2011 8:30:00 AM"	68
Monte Vista Interagency ECC	CA-MVU-008019	EAGLE	Fire - Wildfire	S-11.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C062-00 / S097 (ID-GBK)	ID-GBK	"Jul 23, 2011 6:00:00 AM"	"Aug 1, 2011 6:00:00 PM"	10
Monte Vista Interagency ECC	CA-MVU-008019	EAGLE	Fire - Wildfire	S-52	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE09-00 (ID-GBK)	ID-GBK	"Jul 24, 2011 7:00:00 AM"	"Jul 31, 2011 3:20:00 PM"	8
Monte Vista Interagency ECC	CA-MVU-008019	EAGLE	Fire - Wildfire	S-70	004312 - KIT - COMMAND REPEATER / 4312-FCK-C134-00 (ID-GBK)	ID-GBK	"Jul 26, 2011 6:10:00 PM"	"Aug 1, 2011 6:00:00 PM"	7
Monte Vista Interagency ECC	CA-MVU-009673	PALA 3	Fire - Wildfire	S-3.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C173-00 / RS072 (ID-GBK)	ID-GBK	"Aug 30, 2011 6:00:00 AM"	"Aug 31, 2011 2:10:00 PM"	2
Monte Vista Interagency ECC	CA-MVU-011019	GREAT	Fire - Wildfire	S-51.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C141-00 / RS121 (ID-GBK)	ID-GBK	"Oct 2, 2011 4:30:00 PM"	"Oct 6, 2011 5:00:00 PM"	5
Southern California Coordination Center	CA-OSC-000007	PSCD TRAINING	Other Support	S-1	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Feb 7, 2011 8:52:42 AM"	"Feb 28, 2011 5:00:00 PM"	22
Sierra Interagency ECC	CA-SNF-002119	MOTOR	Fire - Vehicle	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C081-00 / S096 (ID-GBK)	ID-GBK	"Aug 26, 2011 7:15:00 AM"	"Sep 2, 2011 6:00:00 PM"	8
Sierra Interagency ECC	CA-SNF-002119	MOTOR	Fire - Vehicle	S-20000	004312 - KIT - COMMAND REPEATER / 4312-FCK-CB08-00 (ID-GBK)	ID-GBK	"Aug 27, 2011 12:10:00 PM"	"Sep 2, 2011 6:00:00 PM"	7
Sierra Interagency ECC	CA-SNF-002119	MOTOR	Fire - Vehicle	S-20001	004312 - KIT - COMMAND REPEATER / 4312-FCK-C157-00 (ID-GBK)	ID-GBK	"Aug 27, 2011 12:10:00 PM"	"Sep 2, 2011 6:00:00 PM"	7
Central California ECC	CA-SQF-002087	LION	Fire - Wildfire	S-1000	004312 - KIT - COMMAND REPEATER / 4312-FCK-C041-00 (ID-GBK)	ID-GBK	"Jul 11, 2011 2:15:00 PM"	"Sep 12, 2011 3:00:00 PM"	64
Yosemite ECC	CA-YNP-002558	AVALANCHE	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C155-00 / S093 (ID-GBK)	ID-GBK	"Aug 8, 2011 10:30:00 AM"	"Aug 26, 2012 6:00:00 PM"	157
Inc GACC Org Name: Southwest Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-3.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"May 30, 2011 8:30:00 AM"	"Jul 16, 2011 1:55:00 PM"	48
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-5	004312 - KIT - COMMAND REPEATER / 4312-FCK-CB11-00 (ID-GBK)	ID-GBK	"May 30, 2011 12:30:00 PM"	"Jul 8, 2011 3:10:00 PM"	40
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-179	004312 - KIT - COMMAND REPEATER / 4312-FCK-C206-00 (ID-GBK)	ID-GBK	"Jun 1, 2011 11:33:01 AM"	"Jul 8, 2011 4:20:00 PM"	38
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-207	004312 - KIT - COMMAND REPEATER / 4312-FCK-C137-00 (ID-GBK)	ID-GBK	"Jun 2, 2011 6:10:00 AM"	"Jul 16, 2011 2:00:00 PM"	45
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-274	004312 - KIT - COMMAND REPEATER / 4312-FCK-C196-00 (ID-GBK)	ID-GBK	"Jun 2, 2011 10:09:35 PM"	"Jul 8, 2011 4:20:00 PM"	37
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-392	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 5, 2011 8:00:00 AM"	"Jul 16, 2011 2:00:00 PM"	42
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20161.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 4, 2011 12:00:00 PM"	"Jun 26, 2011 3:00:00 PM"	23
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20174	004312 - KIT - COMMAND REPEATER / 4312-FCK-C096-00 (ID-GBK)	ID-GBK	"Jun 4, 2011 6:00:00 PM"	"Jul 8, 2011 4:25:00 PM"	35
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20175	004312 - KIT - COMMAND REPEATER / 4312-FCK-C016-00 (ID-GBK)	ID-GBK	"Jun 4, 2011 6:00:00 PM"	"Jul 8, 2011 4:25:00 PM"	35
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20320	004312 - KIT - COMMAND REPEATER / 4312-FCK-C047-00 (ID-GBK)	ID-GBK	"Jun 6, 2011 4:00:00 PM"	"Jul 8, 2011 4:25:00 PM"	33
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20321	004312 - KIT - COMMAND REPEATER / 4312-FCK-C077-00 (ID-GBK)	ID-GBK	"Jun 6, 2011 4:00:00 PM"	"Jul 8, 2011 4:25:00 PM"	33
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-20977	004312 - KIT - COMMAND REPEATER / 4312-FCK-CE12-00 (ID-GBK)	ID-GBK	"Jun 12, 2011 7:00:00 AM"	"Jul 2, 2011 12:05:00 PM"	21
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-30047.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 8, 2011 8:30:00 PM"	"Jul 8, 2011 4:25:00 PM"	31
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-30056	004312 - KIT - COMMAND REPEATER / 4312-FCK-C017-00 (ID-GBK)	ID-GBK	"Jun 9, 2011 6:30:00 AM"	"Jul 16, 2011 2:05:00 PM"	38
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-30423	004312 - KIT - COMMAND REPEATER / 4312-FCK-C166-00 (ID-GBK)	ID-GBK	"Jun 15, 2011 10:39:31 AM"	"Jul 2, 2011 5:20:00 PM"	18
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-50030	004312 - KIT - COMMAND REPEATER / 4312-FCK-C066-00 (ID-GBK)	ID-GBK	"Jun 9, 2011 6:30:00 AM"	"Jul 8, 2011 4:25:00 PM"	30
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-50048.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Jun 9, 2011 1:50:00 PM"	"Jul 6, 2011 8:00:00 AM"	28
Show Low Interagency Dispatch Center	AZ-ASF-110152	WALLOW	Fire - Wildfire	S-50051	004312 - KIT - COMMAND REPEATER / 4312-FCK-C142-00 (ID-GBK)	ID-GBK	"Jun 10, 2011 6:00:00 AM"	"Jun 26, 2011 3:00:00 PM"	17
Show Low Interagency Dispatch Center	AZ-ASF-110207	WILLOW	Fire - Wildfire	S-33	004312 - KIT - COMMAND REPEATER / 4312-FCK-C043-00 (ID-GBK)	ID-GBK	"Jun 20, 2011 12:10:00 PM"	"Jun 24, 2011 6:00:00 PM"	5
Show Low Interagency Dispatch Center	AZ-ASF-110207	WILLOW	Fire - Wildfire	S-142.4	004312 - KIT - COMMAND REPEATER / 4312-FCK-C163-00 / RS043 (ID-GBK)	ID-GBK	"Jun 22, 2011 8:00:00 AM"	"Jun 24, 2011 7:30:00 PM"	3
Show Low Interagency Dispatch Center	AZ-ASF-110214	WASH	Fire - Wildfire	S-1	004312 - KIT - COMMAND REPEATER / 4312-FCK-C202-00 (ID-GBK)	ID-GBK	"Jun 23, 2011 7:30:00 PM"	"Jun 24, 2011 7:30:00 PM"	2
Show Low Interagency Dispatch Center	AZ-ASF-110214	WASH	Fire - Wildfire	S-52	004312 - KIT - COMMAND REPEATER / 4312-FCK-C043-00 (ID-GBK)	ID-GBK	"Jun 24, 2011 6:00:00 PM"	"Jun 24, 2011 7:30:00 PM"	1
Tucson Interagency Dispatch Center	AZ-CNF-011039	BULL	Fire - Wildfire	S-1.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 30, 2011 8:00:00 AM"	"May 4, 2011 2:35:00 PM"	5
Tucson Interagency Dispatch Center	AZ-CNF-011039	BULL	Fire - Wildfire	S-31	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"Apr 30, 2011 12:30:00 PM"	"May 4, 2011 11:15:00 AM"	5
Tucson Interagency Dispatch Center	AZ-CNF-011047	HORSESHOE 2	Fire - Wildfire	S-5.4	004312 - KIT - COMMAND REPEATER (ID-GBK)	ID-GBK	"May 9, 2011 2:00:00 AM"	"Jul 20, 2011 6:10:00 PM"	73
Tucson Interagency Dispatch Center	AZ-CNF-011047	HORSESHOE 2	Fire - Wildfire	S-1109	004312 - KIT - COMMAND REPEATER / 4312-FCK-CA10-00 (ID-GBK)	ID-GBK	"May 10, 2011 6:35:00 AM"	"Jul 12, 2011 4:00:00 PM"	64
